iter	RMSE
361	0.3618196484
362	0.3616148877
363	0.3614571186
364	0.3613146278
365	0.3610778063
366	0.3609249771
367	0.360686939
368	0.3604877925
369	0.3602720425
370	0.3601711412
371	0.359908304
372	0.3597531578
373	0.3595816577
374	0.3593359954
375	0.3591788044
376	0.3590130033
377	0.3587823387
378	0.3586397757
379	0.3582176278
380	0.3579008805
381	0.3576178219
382	0.3574796054
383	0.3573320525
384	0.3571885532
385	0.3569866028
386	0.356534551
387	0.3564297077
388	0.3562907137
389	0.3561349185
390	0.3559044688
391	0.3557140477
392	0.3553612973
393	0.3552240875
394	0.3549753463
395	0.3545005649
396	0.3543882936
397	0.354319606
398	0.3541269531
399	0.3538897697
400	0.3537885977
401	0.3536197319
402	0.3535199351
403	0.3532573578
404	0.3530878658
405	0.3529858428
406	0.3527473716
407	0.3525038609
408	0.3523614055
409	0.3522677491
410	0.3519989115
411	0.351835223
412	0.3516898104
413	0.3515511615
414	0.3514286356
415	0.3512227781
416	0.350866063
417	0.3507280135
418	0.3505092364
419	0.3503006633
420	0.3501763012
421	0.3500370519
422	0.3498378983
423	0.3495348315
424	0.3494227009
425	0.3492553754
426	0.3491765783
427	0.3489826363
428	0.3488554745
429	0.3487701505
430	0.3486649656
431	0.3485634451
432	0.3482647412
433	0.3480715656
434	0.3479002753
435	0.3475488529
436	0.3472768698
437	0.3469803503
438	0.3467671402
439	0.346580666
440	0.3464351688
441	0.3462470115
442	0.3461392162
443	0.3459739531
444	0.3457735689
445	0.3453638485
446	0.3452581595
447	0.3450678023
448	0.3449467921
449	0.3448583751
450	0.344746564
451	0.3446466507
452	0.3445490076
453	0.3443260626
454	0.3441452545
455	0.343507193
456	0.3432700364
457	0.3430450443
458	0.3429263799
459	0.3428363322
460	0.342743052
461	0.3426417351
462	0.3425437475
463	0.3424144477
464	0.3422092282
465	0.3420477538
466	0.3418595694
467	0.3416873875
468	0.3415924315
469	0.3414788875
470	0.341294038
471	0.3410545033
472	0.3408572836
473	0.3407604782
474	0.3406263181
475	0.3401325266
476	0.3399982231
477	0.3399005002
478	0.3396840353
479	0.3395996626
480	0.339463937
481	0.3392371626
482	0.3390991404
483	0.3389655371
484	0.3386240021
485	0.3384502844
486	0.3382954112
487	0.3381907068
488	0.3380849021
489	0.3379561158
490	0.3378250305
491	0.3376445695
492	0.3375620864
493	0.3374282824
494	0.3373452279
495	0.336924087
496	0.3367524144
497	0.3366266615
498	0.3364173344
499	0.3361992137
500	0.3360512115
501	0.3359509661
502	0.335876417
503	0.3357656632
504	0.3356062524
505	0.3351146191
506	0.334825366
507	0.3346737249
508	0.3345068563
509	0.33438666
510	0.3341849171
511	0.3339227707
512	0.3333720679
513	0.3331160898
514	0.332967387
515	0.3328299105
516	0.3326736673
517	0.3325032426
518	0.3324165642
519	0.332201003
520	0.3321295277
521	0.3320182569
522	0.3319399532
523	0.3317579596
524	0.3316456795
525	0.3315608106
526	0.3314250376
527	0.3313349685
528	0.3312514499
529	0.3310963865
530	0.3309288892
531	0.3308093048
532	0.3306478544
533	0.3305599485
534	0.3304841553
535	0.3303857609
536	0.3303120423
537	0.3300689683
538	0.3299733322
539	0.3298975353
540	0.3298054961
541	0.3297102545
542	0.3295979761
543	0.3294530317
544	0.3293533929
545	0.3291033455
546	0.3290004824
547	0.3289034506
548	0.3286638643
549	0.3281601744
550	0.3279711215
551	0.3278809304
552	0.3276814331
553	0.3275106205
554	0.3273098709
555	0.3271441709
556	0.3269338955
557	0.3268205973
558	0.3266399365
559	0.32648069
560	0.326334446
561	0.3260985096
562	0.3259595092
563	0.3258234018
564	0.3257398237
565	0.3256171286
566	0.3255157219
567	0.3254310942
568	0.3250643166
569	0.32494652
570	0.3248707014
571	0.3247603233
572	0.3246926873
573	0.3245940138
574	0.3244975089
575	0.3244530942
576	0.3242992345
577	0.3239497531
578	0.3237987209
579	0.323729549
580	0.3236230455
581	0.3235735447
582	0.3234964516
583	0.3234119965
584	0.3232927551
585	0.3231694045
586	0.3230380205
587	0.32291952
588	0.3228162896
589	0.3227452091
590	0.3226310148
591	0.3224894945
592	0.3223919044
593	0.3222060442
594	0.3220778369
595	0.3220090703
596	0.321881881
597	0.3218022035
598	0.321601207
599	0.3214481098
600	0.3213727262
601	0.3213054878
602	0.3209916019
603	0.3207889234
604	0.3206735012
605	0.3205312592
606	0.3204296318
607	0.3203139153
608	0.3201835926
609	0.3201177546
610	0.3200449053
611	0.3198391237
612	0.3197204945
613	0.3196163592
614	0.3194917389
615	0.3193384204
616	0.3192348145
617	0.3191738446
618	0.3190376084
619	0.3188464319
620	0.3187428481
621	0.3186711842
622	0.3185448979
623	0.3182528016
624	0.318182046
625	0.3180996468
626	0.3180161295
627	0.3179265816
628	0.3175535572
629	0.3174049076
630	0.317295914
631	0.3171291061
632	0.3169546763
633	0.3166942088
634	0.3165866562
635	0.3164443602
636	0.3163213033
637	0.3161824182
638	0.3161096057
639	0.3158564903
640	0.3157770883
641	0.3156261661
642	0.3154707264
643	0.3153371099
644	0.3152753263
645	0.3152077452
646	0.3150877279
647	0.3149513573
648	0.3148162446
649	0.3145619199
650	0.3144954597
651	0.3143886293
652	0.3143148505
653	0.3142111498
654	0.3140166819
655	0.3138211202
656	0.3137130244
657	0.3135358926
658	0.3133974746
659	0.3132692417
660	0.3132066778
661	0.313117605
662	0.3129522971
663	0.3128039353
664	0.3127149927
665	0.312526106
666	0.3123984323
667	0.3122639575
668	0.3121166856
669	0.3119950548
670	0.311881503
671	0.3117771403
672	0.3117029412
673	0.3116362808
674	0.3115517974
675	0.3114144752
676	0.3111581514
677	0.3110268144
678	0.310924265
679	0.3108372025
680	0.3107595897
681	0.3106931132
682	0.3106435228
683	0.310577484
684	0.3105222465
685	0.3104273812
686	0.3103525424
687	0.3102793679
688	0.3101903445
689	0.3101254185
690	0.3100352239
691	0.309923265
692	0.3098639671
693	0.3096946153
694	0.3091840019
695	0.3090456953
696	0.3089647058
697	0.3088308403
698	0.308773334
699	0.3085461422
700	0.3084904823
701	0.3083736731
702	0.3082912267
703	0.3081945231
704	0.3080379927
705	0.3079586342
706	0.3079024908
707	0.3078512446
708	0.3077719104
709	0.307717732
710	0.3076127868
711	0.3075380625
712	0.3074308647
713	0.3073723178
714	0.3072095732
715	0.3071538101
716	0.3069910285
717	0.3068345893
718	0.3066978563
719	0.3065947345
720	0.3065242178
721	0.306410319
722	0.306310008
723	0.3062246562
724	0.3060996458
725	0.30593061
726	0.3057835638
727	0.305623248
728	0.3055737465
729	0.3053720379
730	0.3052666301
731	0.3048596743
732	0.3048119759
733	0.3047293966
734	0.3046308047
735	0.3045273644
736	0.304430177
737	0.3042749277
738	0.3041849128
739	0.3041008611
740	0.3040173034
741	0.3039442205
742	0.3037144751
743	0.3035024915
744	0.3034103689
745	0.3033457107
746	0.3032489128
747	0.3031495651
748	0.3030870896
749	0.3029951071
750	0.3028738665
751	0.3027281468
752	0.302634521
753	0.30255568
754	0.3024780925
755	0.3023491626
756	0.30221682
757	0.3020374635
758	0.3018625039
759	0.301800421
760	0.301716079
761	0.301299336
762	0.3012244763
763	0.301152584
764	0.3010075841
765	0.3009393891
766	0.3008873425
767	0.3008004988
768	0.3007260717
769	0.3006163632
770	0.3003620913
771	0.3001638306
772	0.3000515609
773	0.2999223934
774	0.2998112674
775	0.2997297298
776	0.2996145
777	0.2995509237
778	0.2994422662
779	0.2993620128
780	0.2992869591
781	0.2992445323
782	0.2991454553
783	0.2990764742
784	0.2990194714
785	0.2989418659
786	0.2987781186
787	0.29872467
788	0.2986688272
789	0.2984575045
790	0.298408887
791	0.2983384377
792	0.2980918051
793	0.2979659357
794	0.2979034382
795	0.2977689375
796	0.2976583456
797	0.2975818254
798	0.2974977468
799	0.297367902
800	0.297327883
801	0.2972497478
802	0.2971541921
803	0.2970785218
804	0.2969842124
805	0.296918283
806	0.2967532626
807	0.2966280594
808	0.2965599145
809	0.2965067613
810	0.2964533953
811	0.2963821677
812	0.2962984322
813	0.2959830508
814	0.2959322997
815	0.2957135562
816	0.2956205724
817	0.2955763553
818	0.2955237474
819	0.2951462734
820	0.2950783224
821	0.2950142686
822	0.2948599812
823	0.2947872607
824	0.294724069
825	0.2946800787
826	0.2945012235
827	0.2944041662
828	0.2942378735
829	0.2941960044
830	0.2940040573
831	0.2938433325
832	0.2936355208
833	0.2935640924
834	0.2934290691
835	0.2933565213
836	0.2932545104
837	0.2931896063
838	0.2931317424
839	0.2930594772
840	0.2929956969
841	0.2929559906
842	0.2927315863
843	0.2926526141
844	0.2925763135
845	0.2924839395
846	0.2923792374
847	0.2922620517
848	0.2921930133
849	0.2921056688
850	0.2919779176
851	0.2918310192
852	0.2917330931
853	0.2916300901
854	0.2915558058
855	0.2914567872
856	0.2913621875
857	0.2912976388
858	0.2911545545
859	0.2911047746
860	0.2910226012
861	0.2909548218
862	0.2907082173
863	0.2906305184
864	0.2903041985
865	0.2901323018
866	0.2900506086
867	0.2899619982
868	0.2897494385
869	0.2896663229
870	0.2894539888
871	0.2894006752
872	0.289337568
873	0.2892619844
874	0.289199431
875	0.2890670808
876	0.2887383704
877	0.2886093643
878	0.2884947458
879	0.28836453
880	0.2882884333
881	0.2881803809
882	0.2881326843
883	0.2880509124
884	0.2879697041
885	0.2879046814
886	0.2878212998
887	0.287700901
888	0.2875670582
889	0.2873175076
890	0.2871538359
891	0.2870689149
892	0.2870047574
893	0.2869520174
894	0.2867995232
895	0.2867096722
896	0.2866026085
897	0.286528063
898	0.2864311064
899	0.2862627422
900	0.2861828816
901	0.2860410931
902	0.2857722404
903	0.2857107007
904	0.2855812494
905	0.2854425241
906	0.2853818028
907	0.2852876655
908	0.2851127891
909	0.2849950525
910	0.2849473663
911	0.2848799371
912	0.2848260332
913	0.2847622602
914	0.2846965803
915	0.2846525078
916	0.2845720359
917	0.284535048
918	0.2842959837
919	0.284036047
920	0.2839522185
921	0.2838731929
922	0.2836589563
923	0.2835409646
924	0.2834029981
925	0.2833002824
926	0.2832487809
927	0.2830428304
928	0.2829063515
929	0.2828461574
930	0.2827161579
931	0.2825872544
932	0.2825298302
933	0.2824137447
934	0.2823395011
935	0.2822640022
936	0.2821160059
937	0.2820092746
938	0.2818957342
939	0.2817799131
940	0.2817074369
941	0.2815077772
942	0.2814549885
943	0.2813995655
944	0.2812739969
945	0.2812000018
946	0.2810799167
947	0.2810088017
948	0.2808377499
949	0.2807261339
950	0.2806572639
951	0.2805671312
952	0.2805081716
953	0.2804370674
954	0.2802612487
955	0.2801514523
956	0.28008691
957	0.2800228694
958	0.2799506019
959	0.2798611549
960	0.2798056111
961	0.2797711959
962	0.2796928489
963	0.2796174881
964	0.2794710997
965	0.2793373424
966	0.2792935511
967	0.2792290765
968	0.2791528337
969	0.2790313243
970	0.2789940951
971	0.2789520119
972	0.278842077
973	0.2787750806
974	0.2787377013
975	0.2786917119
976	0.2786174048
977	0.2785331387
978	0.2784948361
979	0.2784461564
980	0.2783691417
981	0.2782813037
982	0.2781519781
983	0.2781100858
984	0.2780332647
985	0.2777639726
986	0.2775524008
987	0.2774692581
988	0.277383254
989	0.2772556322
990	0.2771907758
991	0.2771285629
992	0.2770929541
993	0.2770549835
994	0.2770118357
995	0.2769500021
996	0.2768121157
997	0.2767239093
998	0.2766327286
999	0.2765728794
